Sender,CreationDateTime,RefType RefNumber,RefNumber2,EventType,EventDateTime,SignedBy,Remarks,Damage,Pieces,Lat,Lon,LocCode,LocCountry
ZBOT_DHL.001,2024-09-20T18:25:56-06:00,CN,TCLU3402249,CWBA02766,APT,2024-06-21T16:29:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:02-06:00,CN,HLXU8309390,QROA00004,APT,2024-07-11T17:15:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:09-06:00,CN,TCLU5242221,QROA00005,APT,2024-08-22T03:26:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:16-06:00,CN,HLBU1445438,QROA00010,APT,2024-07-29T17:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:29-06:00,CN,TCLU7083978,MTYA14543,APT,2024-07-09T08:49:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:35-06:00,CN,GVCU2043190,MTYA14549,APT,2024-05-09T15:39:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:42-06:00,CN,UACU3820232,MTYA14560,APT,2024-08-09T15:59:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:49-06:00,CN,FCIU4519890,MTYA14563,APT,2024-09-02T15:14:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:26:55-06:00,CN,HLXU5639341,MTYA14646,APT,2024-08-30T21:20:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:02-06:00,CN,TGBU5680185,QROA00009,APT,2024-08-09T13:12:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:09-06:00,CN,CAIU6752202,QROA00016,APT,2024-09-09T13:36:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:15-06:00,CN,UACU3769737,QROA00016,APT,2024-08-16T10:45:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:22-06:00,CN,TCKU1844373,QROA00016,APT,2024-09-18T19:46:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:28-06:00,CN,FTAU1275023,QROA00016,APT,2024-05-30T22:17:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:41-06:00,CN,TEMU1620001,QROA00016,APT,2024-09-10T12:48:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:27:54-06:00,CN,BSIU3260694,MTYA14841,APT,2024-08-16T16:16:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:01-06:00,CN,CAIU3331940,MTYA14841,APT,2024-09-09T08:48:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:08-06:00,CN,CAIU2614801,QROA00018,APT,2024-08-19T09:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:14-06:00,CN,HLXU1202498,QROA00018,APT,2024-08-09T17:46:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:21-06:00,CN,FCIU7042918,QROA00021,APT,2024-09-05T06:14:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:27-06:00,CN,UACU3435961,MTYA14921,APT,2024-09-12T23:10:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:34-06:00,CN,HLXU8088638,QROA00024,APT,2024-06-26T12:46:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:40-06:00,CN,SLSU8028350,QROA00022,APT,2024-09-05T13:13:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:47-06:00,CN,UETU5812040,QROA00025,APT,2024-07-02T19:40:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:28:53-06:00,CN,DFSU1379696,MTYA15176,APT,2024-07-20T10:20:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:00-06:00,CN,DFSU4318246,MEXA40693,APT,2024-08-16T20:01:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:07-06:00,CN,CAAU2336251,MEXA40694,APT,2024-08-16T20:03:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:14-06:00,CN,UACU8336576,QROA00031,APT,2024-08-06T20:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:20-06:00,CN,HLXU8461778,MEXA40937,APT,2024-09-03T14:11:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:27-06:00,CN,HLXU5342414,QROA00033,APT,2024-08-13T11:24:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:34-06:00,CN,HLBU1915547,MEXA40853,APT,2024-08-14T23:00:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:40-06:00,CN,CAIU7674104,MEXA40853,APT,2024-08-23T22:48:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:47-06:00,CN,HLBU1953439,MEXA40853,APT,2024-08-14T23:00:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:29:54-06:00,CN,HLBU1756342,DZI360877,APT,2024-08-28T04:02:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:00-06:00,CN,CAAU2298505,DZI360877,APT,2024-08-28T04:02:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:07-06:00,CN,TEMU7304720,QROA00034,APT,2024-08-15T15:19:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:14-06:00,CN,FCIU6512350,MEXA41159,APT,2024-08-31T15:13:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:20-06:00,CN,HLBU1805853,MEXA41210,APT,2024-08-31T15:12:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:27-06:00,CN,HAMU1676890,GDLA07998,APT,2024-09-03T18:13:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:33-06:00,CN,HLBU9322044,MEXA41349,APT,2024-09-06T19:01:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:40-06:00,CN,HLBU9863706,MEXA41350,APT,2024-09-06T19:02:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:47-06:00,CN,SEKU6408647,MEXA41385,APT,2024-09-06T14:47:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:30:53-06:00,CN,HLBU3181864,SZXC39167,APT,2024-09-04T23:16:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:00-06:00,CN,HLXU8619267,SZXC39167,APT,2024-08-15T00:05:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:06-06:00,CN,TCNU4215717,SZXC39304,APT,2024-07-24T16:38:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:13-06:00,CN,UETU5800522,SZXC39488,APT,2024-06-05T16:25:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:20-06:00,CN,FCIU9067010,SZXC52589,APT,2024-06-30T11:40:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:26-06:00,CN,TGCU5338197,SZXC58526,APT,2024-08-07T01:49:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:33-06:00,CN,FANU1825893,DZI363241,APT,2024-09-13T17:45:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:40-06:00,CN,TLLU5403535,DZI364218,APT,2024-09-13T18:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:46-06:00,CN,UACU8418587,QROA00041,APT,2024-08-29T14:42:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:53-06:00,CN,FANU3481884,MEXA41020,APT,2024-09-11T06:14:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:31:59-06:00,CN,HLBU3415812,MEXA41020,APT,2024-09-11T06:14:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:06-06:00,CN,HLBU9792304,MEXA41580,APT,2024-09-17T18:29:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:12-06:00,CN,TTNU8431980,MEXA41579,APT,2024-09-17T18:28:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:19-06:00,CN,UACU8272065,GDLA08044,APT,2024-09-19T08:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:25-06:00,CN,HLBU1057392,QROA00043,APT,2024-09-11T18:53:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:32-06:00,CN,FCIU7037758,GDLA08032,APT,2024-09-20T11:27:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:38-06:00,CN,BSIU9125109,QROA00042,APT,2024-09-07T10:37:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:45-06:00,CN,HLXU8290130,MEXA41280,APT,2024-09-20T08:00:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:32:52-06:00,CN,UACU8381580,BKKB90097,POD,2024-09-18T18:26:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:33:12-06:00,CN,FDCU0038916,BFEA09885,POD,2024-08-08T13:18:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:33:18-06:00,CN,DFSU6614993,BFEA09886,POD,2024-08-08T13:18:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:33:25-06:00,CN,SLSU8059120,HKGC23257,POD,2024-08-30T00:40:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:34:25-06:00,CN,CAIU2676871,SGNA85640,POD,2024-09-12T12:03:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:34:32-06:00,CN,UACU3807605,SGNA85774,POD,2024-09-12T12:03:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:35:05-06:00,CN,HAMU1970225,SHAG40494,POD,2024-09-10T13:21:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:35:11-06:00,CN,HAMU1970170,SHAG40494,POD,2024-08-06T11:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:35:18-06:00,CN,HAMU1969902,SHAG40498,POD,2024-09-07T13:54:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:36:24-06:00,CN,TEMU8679151,SZXC47830,POD,2024-09-18T18:04:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:36:31-06:00,CN,FFAU2867251,SZXC47830,POD,2024-09-18T18:03:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:36:38-06:00,CN,BMOU4955900,SZXC47830,POD,2024-09-18T18:16:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:36:45-06:00,CN,AMFU8940710,SZXC47830,POD,2024-09-18T18:15:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:36:51-06:00,CN,UACU5852305,SZXC47830,POD,2024-09-18T18:26:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:37:04-06:00,CN,UACU6020465,SZXC56465,POD,2024-09-18T15:07:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:37:18-06:00,CN,FSCU7154590,ZSNA73830,POD,2024-09-07T11:59:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:37:44-06:00,CN,HLBU1615684,SZXC57696,POD,2024-09-14T13:39:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:38:04-06:00,CN,HLXU8170052,SZXC58334,POD,2024-09-18T15:06:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:41:17-06:00,CN,CAIU8975524,CANA95610,POD,2024-06-19T19:30:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:41:24-06:00,CN,CAAU6696174,SZXC50673,POD,2024-09-13T12:59:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:41:37-06:00,CN,TCNU6982298,ZSNA72117,POD,2024-09-09T17:52:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:41:44-06:00,CN,TGBU5113453,SZXC52620,POD,2024-09-06T06:52:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:04-06:00,CN,FCIU7483702,ZSNA73294,POD,2024-09-13T12:52:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:10-06:00,CN,HLXU8050015,SZXC52621,POD,2024-09-11T12:32:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:17-06:00,CN,TGBU5799404,ZSNA73689,POD,2024-09-13T12:49:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:24-06:00,CN,UETU5815733,SZXC48248,POD,2024-09-06T12:49:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:30-06:00,CN,HLBU1907140,SZXC48248,POD,2024-09-06T12:49:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:43-06:00,CN,WBPU7083742,SZXC48246,POD,2024-09-06T06:53:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:50-06:00,CN,HLXU8176831,SZXC48246,POD,2024-09-06T08:31:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:42:57-06:00,CN,SEGU6573755,SZXC48247,POD,2024-09-11T12:08:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:43:03-06:00,CN,FANU1885341,SZXC56464,POD,2024-09-11T12:09:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:43:10-06:00,CN,TCLU5134525,SZXC52627,POD,2024-09-07T06:39:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:43:17-06:00,CN,BEAU5994969,ZSNA74841,POD,2024-09-07T06:38:00-06:00,ZBOT_DHL.001,,,1,,,,MX
ZBOT_DHL.001,2024-09-20T18:43:23-06:00,CN,FBLU0127805,XMNB07041,POD,2024-09-10T23:07:00-06:00,ZBOT_DHL.001,,,1,,,,MX